Long,Lat,track_seg_point_id,ele
-113.803858,47.582301,747,1128
-113.801466,47.582077,748,1128
-113.799806,47.58243,749,1128
-113.796368,47.579531,750,1114
-113.795586,47.577795,751,1124
-113.794605,47.57694,752,1121
-113.794549,47.575869,753,1121
-113.792627,47.575676,754,1124
-113.79081,47.574234,755,1121
-113.78884,47.575021,756,1123
-113.786985,47.574289,757,1123
-113.78688,47.573588,758,1120
-113.784475,47.573182,759,1116
-113.782983,47.572012,760,1116
-113.794906,47.564082,761,1161
-113.797158,47.558941,762,1149
-113.795073,47.557088,763,1143
-113.794393,47.555624,764,1146
-113.796273,47.552681,765,1131
-113.79499,47.550996,766,1141
-113.797894,47.548751,767,1140
-113.797414,47.546566,768,1135
-113.799509,47.544164,769,1136
-113.799232,47.543833,770,1138
-113.797972,47.544168,771,1143
-113.796374,47.543807,772,1151
-113.795749,47.543215,773,1151
-113.795783,47.542425,774,1139
-113.793179,47.542093,775,1149
-113.79275,47.54159,776,1147
-113.794859,47.539512,777,1146
-113.796325,47.538863,778,1147
-113.80036,47.535348,779,1158
-113.801069,47.532936,780,1163
-113.799739,47.532572,781,1155
-113.79886,47.530983,782,1169
-113.801647,47.529054,783,1178
-113.804745,47.528049,784,1196
-113.805102,47.527086,785,1197
-113.806263,47.52645,786,1204
-113.805191,47.525935,787,1205
-113.804633,47.523845,788,1211
-113.805186,47.52296,789,1208
-113.806919,47.522218,790,1202
-113.806739,47.518918,791,1215
-113.805756,47.516705,792,1232
-113.804749,47.515864,793,1235
-113.805382,47.514557,794,1251
-113.803171,47.510721,795,1274
-113.800509,47.509616,796,1278
-113.796229,47.509996,797,1265
-113.795383,47.509692,798,1262
-113.794006,47.507581,799,1258
-113.7922,47.50682,800,1249
-113.791228,47.505638,801,1250
-113.791075,47.5041,802,1257
-113.78781,47.503801,803,1231
-113.785436,47.499889,804,1245
-113.784483,47.499573,805,1248
-113.780977,47.500475,806,1234
-113.776214,47.499784,807,1220
-113.773918,47.498412,808,1222
-113.773028,47.49538,809,1220
-113.770287,47.492992,810,1217
-113.767779,47.492865,811,1221
-113.765543,47.494078,812,1213
-113.759854,47.495001,813,1208
-113.758733,47.494188,814,1208
-113.754731,47.4936,815,1207
-113.75243,47.495342,816,1196
-113.750409,47.495421,817,1192
-113.747279,47.494021,818,1180
-113.74609,47.492632,819,1180
-113.743832,47.492018,820,1176
-113.741979,47.491997,821,1179
-113.740225,47.492943,822,1177
-113.739351,47.494686,823,1174
-113.738455,47.494879,824,1172
-113.73585,47.493262,825,1178
-113.71697,47.493693,826,1181
-113.700378,47.484332,827,1202
-113.700699,47.481955,828,1203
-113.699657,47.480703,829,1207
-113.699475,47.46737,830,1204
-113.697497,47.464062,831,1214
-113.69749,47.461863,832,1215
-113.680935,47.462761,833,1196
-113.673529,47.462547,834,1198
-113.671507,47.455561,835,1198
-113.670713,47.439045,836,1207
-113.669424,47.438689,837,1208
-113.667083,47.438747,838,1211
-113.65984,47.437284,839,1216
-113.643109,47.43739,840,1226
-113.639982,47.437706,841,1237
-113.633117,47.439632,842,1244
-113.622296,47.439369,843,1239
-113.618997,47.440242,844,1235
-113.617886,47.441232,845,1233
-113.616629,47.441138,846,1230
-113.616715,47.440873,847,1230
-113.60479,47.441652,848,1247
-113.60393,47.440992,849,1255
-113.604167,47.439294,850,1261
-113.600859,47.438845,851,1281
-113.59499,47.4371,852,1284
-113.590637,47.436553,853,1291
-113.588691,47.435337,854,1294
-113.588079,47.433157,855,1292
-113.588327,47.429725,856,1300
-113.590227,47.426087,857,1304
-113.591194,47.42549,858,1305
-113.596678,47.424479,859,1296
-113.59777,47.423209,860,1301
-113.603938,47.423334,861,1316
-113.60663,47.424233,862,1317
-113.608489,47.425382,863,1319
-113.611027,47.424635,864,1317
-113.613845,47.422186,865,1319
-113.614936,47.422046,866,1319
-113.616579,47.422585,867,1321
-113.619065,47.422181,868,1321
-113.619969,47.421636,869,1318
-113.616098,47.420969,870,1333
-113.615277,47.420062,871,1340
-113.607573,47.418308,872,1368
-113.60586,47.417043,873,1385
-113.594482,47.414814,874,1408
-113.593964,47.415298,875,1409
-113.591795,47.414987,876,1418
-113.590283,47.413588,877,1420
-113.587495,47.413329,878,1427
-113.584671,47.412368,879,1423
-113.582148,47.412392,880,1429
-113.580753,47.411583,881,1428
-113.579616,47.409946,882,1437
-113.577292,47.411819,883,1431
-113.574561,47.411736,884,1443
-113.571569,47.412256,885,1440
